Module	1	2	3	4	5	6	Definition
M00380	4562.082	3853.999	3996.342	1151.843	963.372	52.307	SCF-BTRC complex [PATH:map04120 map04114 map04310 map04710] [BR:ko04121]
M00379	4533.801	3832.265	3977.588	1125.368	892.058	50.956	SCF-MET30 complex [PATH:map04120 map04111] [BR:ko04121]
M00378	0	0	0	0	5.28	0	F420 biosynthesis [PATH:map00680]
M00377	122.226	134.908	170.615	135.909	116.992	2621.894	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]
M00376	331.194	317.516	404.441	503.093	810.153	8691.737	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]
M00375	176.586	263.24	185.155	629.201	371.851	2319.142	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]
M00374	1167.96	1507.332	1264.419	1489.966	1837.376	17025.399	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]
M00373	594.468	614.424	580.073	980.409	1041.104	4704.874	Ethylmalonyl pathway [PATH:map01200 map00630]
M00372	31.164	28.243	30.041	0	0	3.161	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]
M00368	1157.522	1306.978	1263.181	987.969	868.065	1276.636	Ethylene biosynthesis, methionine => ethylene [PATH:map00270]
M00367	122.874	139.475	125.963	95.351	81.465	9.192	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map00900]
M00366	122.874	139.475	125.963	37.713	82.68	320.558	C10-C20 isoprenoid biosynthesis, plants [PATH:map00900]
M00365	67.191	35.89	46.068	7.452	6.087	0	C10-C20 isoprenoid biosynthesis, archaea [PATH:map00900]
M00364	67.191	35.89	46.068	7.452	24.665	356.774	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map00900]
M00362	154.909	169.067	138.169	560.008	548.819	4764.398	Nucleotide sugar biosynthesis, prokaryotes [PATH:map00520]
M00361	190.245	158.919	121.892	491.992	500.963	3833.848	Nucleotide sugar biosynthesis, eukaryotes [PATH:map00520]
M00360	3701.498	4267.519	3578.6	3052.226	3567.097	25985.28	Aminoacyl-tRNA biosynthesis, prokaryotes [PATH:map00970]
M00359	3890.871	4356.9	3693.061	3130.31	3694.214	24527.008	Aminoacyl-tRNA biosynthesis, eukaryotes [PATH:map00970]
M00358	0	0	0	4.729	0.744	0	Coenzyme M biosynthesis [PATH:map00680]
M00357	161.915	217.614	227.901	328.453	566.471	10905.029	Methanogenesis, acetate => methane [PATH:map01200 map00680]
M00355	5294.679	6506.452	5892.56	6114.612	4819.109	635.879	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]
M00354	1925.3	2253.292	1934.299	1311.236	1404.953	60.802	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]
M00353	3287.832	4195.478	3845.91	4871.325	3502.138	574.982	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]
M00352	1203.528	1572.796	1212.025	1282.229	1068.389	90.407	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]
M00351	447.625	604.641	523.293	708.348	557.256	20.967	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]
M00349	0	5.069	0	0	3.075	1842.646	Microcin C transport system [PATH:map02010] [BR:ko02000]
M00346	960.247	1066.959	881.768	1858.147	1713.139	9857.408	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]
M00345	173.596	161.461	160.541	303.403	243.336	6810.632	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01200 map00680]
M00344	229.048	207.739	207.046	359.998	259.33	4678.503	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01200 map00680]
M00342	31.139	6.122	25.604	0	0	0	Bacterial proteasome [PATH:map03050] [BR:ko03051]
M00341	1199.459	1629.937	1362.921	1372.072	1718.967	107.564	Proteasome, 19S regulatory particle (PA700) [PATH:map03050] [BR:ko03051]
M00340	835.178	799.433	693.9	1179.295	1414.006	108.984	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]
M00339	1.306	0	6.798	23.335	68.73	1214.195	RaxAB-RaxC type I secretion system [PATH:map04626] [BR:ko02044]
M00338	635.659	488.197	462.917	148.427	217.458	490.247	Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map01230 map00270]
M00337	662.379	696.678	587.448	949.269	1065.619	96.316	Immunoproteasome [PATH:map03050] [BR:ko03051]
M00336	218.46	249.866	208.149	88.968	120.937	1931.436	Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044]
M00335	575.368	644.354	725.978	810.124	584.462	7734.712	Sec (secretion) system [PATH:map03070] [BR:ko02044]
M00334	1483.74	1279.171	1669.795	345.654	37.739	1681.16	Type VI secretion system [PATH:map03070] [BR:ko02044]
M00333	0	0	0	61.413	6.466	3.523	Type IV secretion system [PATH:map03070] [BR:ko02044]
M00332	0	0	0	13.418	0	50.596	Type III secretion system [PATH:map03070] [BR:ko02044]
M00331	1391.94	1475.37	1465.226	126.33	189.898	4226.663	Type II general secretion system [PATH:map03070] [BR:ko02044]
M00330	83.717	112.409	107.807	19.792	79.985	13839.472	Adhesin protein transport system [BR:ko02044]
M00328	2.555	0.956	0	0	10.16	1418.507	Hemophore/metalloprotease transport system [BR:ko02044]
M00326	1.306	0	6.798	22.583	53.887	1212.916	RTX toxin transport system [BR:ko02044]
M00325	1.306	0	6.798	22.583	53.887	1263.101	alpha-Hemolysin/cyclolysin transport system [PATH:map02010 map03070] [BR:ko02044]
M00324	0.205	0	4.561	5.656	2.991	1942.944	Dipeptide transport system [PATH:map02010] [BR:ko02000]
M00323	2.81	4.152	2.093	90.121	143.166	309.894	Urea transport system [PATH:map02010] [BR:ko02000]
M00320	5.002	5.504	4.071	0.902	15.482	1010.706	Lipopolysaccharide export system [PATH:map02010] [BR:ko02000]
M00319	0	0	0	0.434	18.613	0	Manganese/zinc/iron transport system [PATH:map02010] [BR:ko02000]
M00317	0	0	0	0	0	37.567	Manganese/iron transport system [PATH:map02010] [BR:ko02000]
M00309	886.906	1124.227	1181.638	45.197	169.16	1199.021	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01200 map00030 map00052]
M00308	827.384	861.19	847.105	3169.444	1888.736	9288.388	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01200 map00030]
M00307	824.14	977.59	789.988	1202.76	1098.961	13617.674	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]
M00305	3.976	5.726	9.595	0	0	14.404	PTS system, 2-O-A-mannosyl-D-glycerate-specific II component [PATH:map02060] [BR:ko02000]
M00300	0	5.301	1.443	25.223	22.782	4300.762	Putrescine transport system [PATH:map02010] [BR:ko02000]
M00299	137.627	135.207	155.14	0	0	209.306	Spermidine/putrescine transport system [PATH:map02010] [BR:ko02000]
M00297	2.932	1.41	11.412	66.41	40.8	5.043	DNA-PK complex [PATH:map03450 map04110] [BR:ko03032 ko03400]
M00296	35.411	34.383	10.744	260.732	155.264	3.523	BER complex [PATH:map03410] [BR:ko03400]
M00295	94.329	520.453	351.307	424.455	564.677	39.18	BRCA1-associated genome surveillance complex (BASC) [PATH:map03430 map03440 map03460] [BR:ko03400]
M00293	0	0	0	0	1.208	0	DNA polymerase zeta  complex [PATH:map03460] [BR:ko03400]
M00292	0	0	0	34.378	31.573	2.171	MRX complex [PATH:map03440 map03450] [BR:ko03400]
M00291	0	0	0	34.378	31.573	2.171	MRN complex [PATH:map03440] [BR:ko03032 ko03400]
M00290	86.164	106.578	88.76	59.125	131.279	4.125	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]
M00289	39.222	199.609	133.813	161.495	127.846	5.886	RF-C complex [PATH:map03030 map03420 map03430] [BR:ko03032 ko03400]
M00288	390.732	449.398	422.97	642.623	461.018	43.068	RPA complex [PATH:map03030 map03420 map03430 map03440] [BR:ko03032 ko03400]
M00286	26.491	42.127	34.371	40.72	30.112	2.654	GINS complex [BR:ko03032]
M00285	115.004	95.244	70.123	337.452	602.362	35.95	MCM complex [PATH:map03030 map04110 map04111 map04113] [BR:ko03032]
M00284	0	0	0	69.059	45.202	5.139	Origin recognition complex [PATH:map04110 map04111 map04113] [BR:ko03032]
M00283	0	0	2.174	14.295	18.697	423.101	PTS system, ascorbate-specific II component [PATH:map00053 map02060] [BR:ko02000]
M00280	0	0	0	0	0	0	PTS system, glucitol/sorbitol-specific II component [PATH:map00051 map02060] [BR:ko02000]
M00274	1.454	1.574	3.51	0	0	0	PTS system, mannitol-specific II component [PATH:map00051 map02060] [BR:ko02000]
M00273	0	0	0	0	0	63.359	PTS system, fructose-specific II component [PATH:map00051 map02060] [BR:ko02000]
M00272	2.201	1.178	0	0	1.552	8.01	PTS system, arbutin-, cellobiose-, and salicin-specific II component [PATH:map00010 map02060] [BR:ko02000]
M00267	0	0	0	0	0	104.786	PTS system, N-acetylglucosamine-specific II component [PATH:map00520 map02060] [BR:ko02000]
M00263	1.142	2.443	0	91.474	105.311	2.051	DNA polymerase epsilon complex [PATH:map03030] [BR:ko03032 ko03400]
M00262	70.048	42.619	54.825	65.784	103.843	7.89	DNA polymerase delta complex [PATH:map03030 map03410 map03420] [BR:ko03032 ko03400]
M00261	60.849	49.543	44.429	96.428	142.056	12.885	DNA polymerase alpha / primase complex [PATH:map03030] [BR:ko03032]
M00260	34.144	5.368	12.936	183.822	134.052	2790.932	DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]
M00259	0	0	0	10.009	1.797	312.983	Heme transport system [PATH:map02010] [BR:ko02000]
M00258	27.041	12.765	21.854	54.49	121.421	457.457	Putative ABC transport system [BR:ko02000]
M00256	0	0	0	0	0	257.224	Cell division transport system [PATH:map02010] [BR:ko02000]
M00255	0	2.945	0	22.466	3.693	321.79	Lipoprotein-releasing system [PATH:map02010] [BR:ko02000]
M00254	46.5	33.707	28.901	52.817	47.014	1099.154	ABC-2 type transport system [BR:ko02000]
M00253	0	0	0	1.988	0	0	Sodium transport system [PATH:map02010] [BR:ko02000]
M00250	0	0	0	2.364	6.052	52.598	Lipopolysaccharide transport system [PATH:map02010] [BR:ko02000]
M00249	1.142	1.197	1.363	0	40.441	102.374	Capsular polysaccharide transport system [PATH:map02010] [BR:ko02000]
M00247	0	0	0	11.946	10.553	90.647	Putative ABC transport system [BR:ko02000]
M00244	0	0	0	0	2.766	0	Putative zinc/manganese transport system [BR:ko02000]
M00242	0	0	0	0.443	0	1070.636	Zinc transport system [PATH:map02010] [BR:ko02000]
M00241	1.281	4.133	6.156	9.048	0	9.265	Vitamin B12 transport system [PATH:map02010] [BR:ko02000]
M00240	0	1.999	0	34.204	1.826	15.104	Iron complex transport system [PATH:map02010] [BR:ko02000]
M00239	5761.297	5994.562	6505.107	128.61	934.876	1478.71	Peptides/nickel transport system [PATH:map02010] [BR:ko02000]
M00238	0.559	0	0	0	0.323	761.346	D-Methionine transport system [PATH:map02010] [BR:ko02000]
M00237	2599.455	2661.866	3179.753	193.375	474.841	18082.83	Branched-chain amino acid transport system [PATH:map02010] [BR:ko02000]
M00236	262.768	302.5	283.689	40.419	87.194	6151.3	Putative polar amino acid transport system [BR:ko02000]
M00235	0	0	0	26.776	166.561	1357.076	Arginine/ornithine transport system [PATH:map02010] [BR:ko02000]
M00234	0	0	0	0.401	2.717	728.966	Cystine transport system [PATH:map02010] [BR:ko02000]
M00232	270.176	303.096	274.288	21.83	159.546	3018.212	General L-amino acid transport system [PATH:map02010] [BR:ko02000]
M00230	34.99	49.097	69.446	17.076	106.012	6082.026	Glutamate/aspartate transport system [PATH:map02010] [BR:ko02000]
M00227	0	0	0	0	5.631	0	Glutamine transport system [PATH:map02010] [BR:ko02000]
M00226	0	0	0	1.303	0.976	1195.327	Histidine transport system [PATH:map02010] [BR:ko02000]
M00225	0	0	0	1.303	5.835	390.529	Lysine/arginine/ornithine transport system [PATH:map02010] [BR:ko02000]
M00223	424.295	404.249	469.288	6.701	72.78	738.063	Phosphonate transport system [PATH:map02010] [BR:ko02000]
M00222	30.031	65.707	48.501	181.034	48.817	3603.331	Phosphate transport system [PATH:map02010] [BR:ko02000]
M00221	184.437	253.227	195.5	76.578	118.55	1633.703	Putative simple sugar transport system [BR:ko02000]
M00220	1.38	10.428	1.666	2.632	9.794	124.161	Rhamnose transport system [PATH:map02010] [BR:ko02000]
M00218	0	0	0	10.568	159.764	4.633	Fructose transport system [PATH:map02010] [BR:ko02000]
M00216	390.414	354.563	458.454	21.722	199.973	45.866	Multiple sugar transport system [PATH:map02010] [BR:ko02000]
M00215	0.641	1.352	0.383	15.289	67.228	920.925	D-Xylose transport system [PATH:map02010] [BR:ko02000]
M00213	0	0	0	3.877	1.025	41.668	L-Arabinose transport system [PATH:map02010] [BR:ko02000]
M00212	0.879	0.531	0	7.294	70.316	428.336	Ribose transport system [PATH:map02010] [BR:ko02000]
M00210	37.571	37.212	55.014	93.98	105.949	4977.249	Phospholipid transport system [PATH:map02010] [BR:ko02000]
M00209	0	0	0	0	0	0	Osmoprotectant transport system [PATH:map02010] [BR:ko02000]
M00208	7.302	0.628	2.138	38.231	7.639	3168.405	Glycine betaine/proline transport system [PATH:map02010] [BR:ko02000]
M00207	843.86	699.933	856.302	197.715	484.834	1919.178	Putative multiple sugar transport system [BR:ko02000]
M00206	587.186	466.624	589.027	11.069	58.395	1126.009	Cellobiose transport system [PATH:map02010] [BR:ko02000]
M00205	6.842	3.727	6.201	0.635	18.965	0	N-Acetylglucosamine transport system [PATH:map02010] [BR:ko02000]
M00204	0	0	0	324.259	35.548	190.8	Trehalose/maltose transport system [PATH:map02010] [BR:ko02000]
M00201	1667.813	1483.222	1827.273	11.069	61.028	1126.009	alpha-Glucoside transport system [PATH:map02010] [BR:ko02000]
M00200	587.186	466.624	590.55	45.557	70.829	1461.936	Putative sorbitol/mannitol transport system [PATH:map02010] [BR:ko02000]
M00198	16.658	45.796	38.184	6.609	3.567	115.715	Putative sn-glycerol-phosphate transport system [PATH:map02010] [BR:ko02000]
M00197	587.186	466.624	589.027	11.069	58.395	1126.009	Putative fructooligosaccharide transport system [BR:ko02000]
M00196	616.535	499.569	629.385	76.418	66.455	1181.358	Multiple sugar transport system [PATH:map02010] [BR:ko02000]
M00194	587.186	466.624	589.027	45.557	76.073	1249.783	Maltose/maltodextrin transport system [PATH:map02010] [BR:ko02000]
M00193	577.395	542.781	540.248	19.331	40.654	7296.586	Putative spermidine/putrescine transport system [BR:ko02000]
M00192	2.62	3.418	7.893	2.331	0	5.356	Putative thiamine transport system [BR:ko02000]
M00190	2.826	7.357	0.909	25.841	48.923	3334.452	Iron(III) transport system [PATH:map02010] [BR:ko02000]
M00189	3.171	10.988	2.539	0	3.995	85.557	Molybdate transport system [PATH:map02010] [BR:ko02000]
M00188	10.752	9.579	9.435	37.628	64.762	566.055	NitT/TauT family transport system [BR:ko02000]
M00186	0	0	0	0	0	0	Tungstate transport system [PATH:map02010] [BR:ko02000]
M00185	0	0	1.274	5.656	27.362	1082.436	Sulfate transport system [PATH:map02010] [BR:ko02000]
M00184	3.967	64.287	40.313	0	0	0	RNA polymerase, archaea [PATH:map03020] [BR:ko03021]
M00183	2933.684	3174.514	3400.414	1238.906	1058.222	9208.697	RNA polymerase, bacteria [PATH:map03020] [BR:ko03021 ko03400]
M00182	120.795	414.58	301.746	261.429	223.668	8.71	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]
M00181	146.299	533.189	410.104	238.704	168.503	5.574	RNA polymerase III, eukaryotes [PATH:map03020 map04623] [BR:ko03021]
M00180	556.414	1122.99	871.774	294.429	444.236	25.719	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]
M00179	89270.766	115586.754	94665.338	53086.367	53463.678	90634.436	Ribosome, archaea [PATH:map03010] [BR:ko03011]
M00178	21664.373	25012.95	26350.51	11335.318	11945.029	134178.237	Ribosome, bacteria [PATH:map03010] [BR:ko03011]
M00177	188047.083	236740.092	192689.906	103134.836	107755.385	13579.451	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]
M00176	192.086	163.064	195.437	223.39	422.521	3409.057	Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920]
M00174	7997.366	11125.369	10505.502	830.169	1182.504	152.92	Methane oxidation, methanotroph, methane => formaldehyde [PATH:map01200 map01220 map00680]
M00173	3623.134	3654.709	3748.823	2671.605	3436.999	42402.813	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]
M00172	762.238	586.703	607.208	983.457	806.351	5226.052	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map01200 map00710]
M00171	1588.867	1475.709	1230.521	1876.124	1305.293	1661.279	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]
M00170	556.311	740.929	561.976	516.205	368.693	3425.391	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map01200 map00710]
M00169	751.437	570.549	603.92	941.232	716.515	3779.436	CAM (Crassulacean acid metabolism), light [PATH:map01200 map00710]
M00168	927.496	959.434	753.207	1006.34	1162.005	2706.965	CAM (Crassulacean acid metabolism), dark [PATH:map01200 map00710]
M00167	1049.851	890.996	974.98	2338.245	1260.823	9107.599	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]
M00166	1463.692	1661.713	1629.418	3427.428	2127.62	13420.282	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]
M00165	2513.543	2552.709	2604.398	5765.673	3388.443	22527.881	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]
M00163	15.746	46.289	43.804	253.534	332.413	13553.925	Photosystem I [PATH:map00195] [BR:ko00194]
M00162	8.904	24.332	18.165	40.261	80.884	3539.27	Cytochrome b6f complex [PATH:map00195]
M00161	1341.555	1724.282	1498.797	1647.856	1569.414	52320.856	Photosystem II [PATH:map00195] [BR:ko00194]
M00160	1637.406	2030.568	1691.914	1664.526	1727.893	138.47	V-type ATPase, eukaryotes [PATH:map00190]
M00158	4950.708	5088.954	4524.22	2614.911	3482.263	1303.325	F-type ATPase, eukaryotes [PATH:map00190]
M00157	2907.011	3640.467	3482.608	1045.411	1907.436	15338.712	F-type ATPase, prokaryotes and chloroplasts [PATH:map00190 map00195]
M00156	179.361	223.7	289.656	42.843	96.476	3742.16	Cytochrome c oxidase, cbb3-type [PATH:map00190]
M00155	799.382	1037.184	1009.582	642.38	573.609	10207.309	Cytochrome c oxidase, prokaryotes [PATH:map00190]
M00154	2160.797	2054.758	1893.302	1694.329	2426.356	1877.172	Cytochrome c oxidase [PATH:map00190]
M00153	77.319	34.558	57.444	3.417	4.444	1256.298	Cytochrome d ubiquinol oxidase [PATH:map00190]
M00152	1393.886	1243.894	1258.024	974.695	1228.416	4547.367	Cytochrome bc1 complex [PATH:map00190]
M00151	1201.62	1048.252	1090.776	653.037	876.209	4526.038	Cytochrome bc1 complex respiratory unit [PATH:map00190]
M00149	117.504	142.498	169.039	210.652	424.528	2930.364	Succinate dehydrogenase, prokaryotes [PATH:map00190]
M00148	518.46	628.169	538.307	299.317	359.965	27.216	Succinate dehydrogenase (ubiquinone) [PATH:map00190]
M00147	64.127	54.891	67.451	347.877	522.887	26.444	NADH dehydrogenase (ubiquinone) 1 beta subcomplex [PATH:map00190]
M00146	574.135	633.248	540.36	390.57	700.049	66.666	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex [PATH:map00190]
M00145	0	0	0	17.06	30.836	2036.196	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria [PATH:map00190]
M00144	444.766	511.846	494.044	374.59	855.281	5432.104	NADH:quinone oxidoreductase, prokaryotes [PATH:map00190]
M00143	1310.136	1933.142	1594.335	723.954	838.782	186.096	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria [PATH:map00190]
M00142	758.112	1250.627	913.451	102.093	74.542	150.339	NADH:ubiquinone oxidoreductase, mitochondria [PATH:map00190]
M00141	351.561	414.261	307.311	396.26	508.832	3972.409	C1-unit interconversion, eukaryotes [PATH:map00670]
M00140	341.204	396.398	300.121	440.737	533.18	5366.066	C1-unit interconversion, prokaryotes [PATH:map00670]
M00138	11.327	44.416	23.903	0	0	0	Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map00941]
M00136	2.99	1.622	0	2.657	4.817	506.847	GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330]
M00135	284.593	226.684	290.442	596.492	426.376	585.139	GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330]
M00134	588.707	798.272	652.33	605.34	373.141	3041.619	Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330]
M00133	809.709	1140.109	881.4	446.174	472.555	2111.042	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]
M00132	0	0	0	48.015	34.065	0.651	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562]
M00131	15.27	9.733	18.281	78.166	199.251	481.78	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562]
M00130	109.295	153.659	89.972	803.285	545.974	31.656	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]
M00129	108.467	66.952	69.623	207.495	146.761	3276.477	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053]
M00128	154.54	112.371	80.083	60.361	53.423	1259.724	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone [PATH:map00130]
M00127	15.205	27.605	37.48	40.418	83.502	1461.525	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]
M00126	120.608	276.226	232.373	223.033	211.195	4570.004	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]
M00125	39.683	50.499	51.324	161.486	151.5	5049.44	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]
M00124	49.866	52.795	68.244	198.131	259.509	1927.481	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]
M00123	13.151	29.479	35.342	21.338	41.889	2318.416	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780]
M00122	3.614	0	0	70.931	32.649	347.533	Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860]
M00121	370.993	384.145	371.582	472.668	557.032	4772.001	Heme biosynthesis, glutamate => protoheme/siroheme [PATH:map00860]
M00120	9.816	28.445	13.773	113.338	95.311	1859.027	Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770]
M00119	165.685	209.69	247.572	189.273	300.68	3990.937	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]
M00118	132.55	167.534	137.68	147.157	227.69	1620.359	Glutathione biosynthesis, glutamate => glutathione [PATH:map00480]
M00117	26.803	7.87	9.657	53.335	68.292	2402.72	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map00130]
M00116	44.676	32.578	43.332	35.982	35.154	842.197	Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]
M00115	36.176	21.59	27.323	183.441	165.438	2405.376	NAD biosynthesis, aspartate => NAD [PATH:map00760]
M00114	210.305	201.819	181.574	385.539	380.701	3436.825	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010 map00051 map00053]
M00113	274.75	434.432	337.651	199.405	380.443	845.963	Jasmonic acid biosynthesis [PATH:map00592]
M00110	2.604	6.19	5.194	27.879	48.228	7.962	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone [PATH:map00140]
M00109	1.454	3.148	1.755	25.281	41.937	1.592	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone [PATH:map00140]
M00107	110.093	52.971	74.728	2.598	6.291	6.37	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone [PATH:map00140]
M00104	432.782	587.695	394.986	208.63	223.004	111.011	Bile acid biosynthesis, cholesterol => cholate [PATH:map00120]
M00102	371.865	727.394	506.09	87.672	251.39	21.981	Ergocalciferol biosynthesis [PATH:map00100]
M00101	343.837	410.216	308.276	115.293	240.451	15.248	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol [PATH:map00100]
M00100	6.07	11.519	5.488	46.435	59.221	0	Sphingosine degradation [PATH:map00600]
M00099	832.089	857.437	676.883	645.075	588.787	45.097	Sphingosine biosynthesis [PATH:map00600]
M00098	326.86	320.604	287.787	210.777	262.244	82.974	Acylglycerol degradation [PATH:map00561]
M00097	20.642	23.965	16.045	10.059	25.339	277.178	beta-Carotene biosynthesis, GGAP => beta-carotene [PATH:map00906]
M00096	106.01	101.933	164.781	157.483	149.619	3383.358	C5 isoprenoid biosynthesis, non-mevalonate pathway [PATH:map00900]
M00095	339.298	386.541	331.991	704.357	419.814	2347.082	C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900]
M00094	506.256	643.217	492.155	389.057	370.612	27.411	Ceramide biosynthesis [PATH:map00600]
M00093	35.115	50.325	30.165	166.906	127.143	1126.614	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]
M00092	121.46	111.61	96.341	196.823	161.578	8.106	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]
M00091	0	0	0	22.816	9.437	0	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]
M00090	51.313	20.586	31.012	62.516	58.87	2.485	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]
M00089	54.401	80.43	58.675	206.349	213.925	683.679	Triacylglycerol biosynthesis [PATH:map00561]
M00088	578.217	592.455	544.915	688.586	405.222	3022.846	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone [PATH:map00072]
M00087	793.259	1012.24	849.958	1353.75	1387.529	6865.836	beta-Oxidation [PATH:map01212 map00071]
M00086	1004.913	769.354	887.214	617.57	559.617	1206.838	beta-Oxidation, acyl-CoA synthesis [PATH:map01212 map00071]
M00085	190.679	146.32	131.834	939.246	648.95	49.17	Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]
M00083	238.519	188.651	204.202	2365.888	4669.802	12060.649	Fatty acid biosynthesis, elongation [PATH:map01212 map00061]
M00082	301.618	375.146	329.469	2343.086	4690.819	6271.457	Fatty acid biosynthesis, initiation [PATH:map01212 map00061]
M00080	0	0	0	8.806	0.751	681.894	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen [PATH:map00540]
M00079	200.012	278.669	237.174	55.04	143.742	18.866	Keratan sulfate degradation [PATH:map00531]
M00078	27.279	37.782	37.007	39.684	71.771	7.673	Heparan sulfate degradation [PATH:map00531]
M00077	83.865	29.826	72.973	0	0	0	Chondroitin sulfate degradation [PATH:map00531]
M00076	83.865	29.826	72.973	0	0	0	Dermatan sulfate degradation [PATH:map00531]
M00075	11.918	4.596	11.377	78.333	55.648	2.774	N-glycan biosynthesis, complex type [PATH:map00510]
M00074	1.832	16.095	9.336	100.823	189.557	3.064	N-glycan biosynthesis, high-mannose type [PATH:map00510 map00513]
M00073	30.779	52.661	43.43	107.248	198.431	6.997	N-glycan precursor trimming [PATH:map00510]
M00072	516.67	553.134	491.184	735.026	1046.827	61.166	N-glycosylation by oligosaccharyltransferase [PATH:map00510]
M00071	0	0	0	0	4.444	0	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601]
M00070	0.813	0	2.931	0	9.759	2.992	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601]
